Name,X,Y
ctg7180000069312_Component#_1,-1.758428192,0.526607126
ctg7180000069312_Component#_2,-1.181452429,1.404275974
ctg7180000069384_Component#_1,-1.042081886,1.38033041
ctg7180000069426_Component#_1,-1.106179974,1.404225662
ctg7180000069493_Component#_1,-1.202544413,1.426515625
ctg7180000069538_Component#_1,0.490534118,-0.680178144
ctg7180000069617_Component#_1,-1.239226682,1.396003501
ctg7180000069647_Component#_1,-1.082510179,1.401894573
ctg7180000069657_Component#_1,-0.142178535,-1.213087744
ctg7180000069681_Component#_1,-1.514928107,-0.353068056
ctg7180000069686_Component#_1,-1.535664365,1.205395447
ctg7180000069692_Component#_1,-1.646448784,0.882594942
ctg7180000069734_Component#_1,-1.623225741,0.943251093
ctg7180000069829_Component#_1,-1.360881419,0.418697883
ctg7180000069834_Component#_1,-1.503073398,-0.290835018
ctg7180000069834_Component#_2,5.485283693,-2.04746617
ctg7180000069839_Component#_1,-1.161370897,1.353947342
ctg7180000069839_Component#_2,5.541747272,-1.963643876
ctg7180000069854_Component#_1,-0.471035352,-1.514627717
ctg7180000069870_Component#_2,-1.64468386,0.535369224
ctg7180000069908_Component#_1,-1.461311176,-0.334202118
ctg7180000069909_Component#_1,-1.69039599,0.474827936
ctg7180000069936_Component#_2,-1.081238085,1.378464004
ctg7180000069976_Component#_1,-1.048344951,1.389238606
ctg7180000069995_Component#_1,-1.49858541,0.782401054
ctg7180000069999_Component#_3,-1.54295435,-0.332627619
ctg7180000070020_Component#_1,-1.410789835,0.394302233
ctg7180000070021_Component#_1,5.472117832,-1.929219323
ctg7180000070024_Component#_2,-1.385900519,1.302501963
ctg7180000070106_Component#_1,-0.93194884,-0.251911553
ctg7180000070113_Component#_1,5.477133296,-1.36530937
ctg7180000070198_Component#_1,-0.919379047,-0.25007933
ctg7180000070214_Component#_1,-1.644459987,0.452686178
ctg7180000070333_Component#_1,-1.317118837,1.386266681
ctg7180000070346_Component#_1,-1.063103253,1.375821992
ctg7180000070351_Component#_1,-1.047483222,1.357474052
ctg7180000070365_Component#_1,-1.772691201,0.504311816
ctg7180000070389_Component#_2,-1.3227485,1.302790453
ctg7180000070389_Component#_3,-1.497605296,1.13565422
ctg7180000070390_Component#_1,-1.530235385,0.908863502
ctg7180000070527_Component#_1,-1.713143462,0.54012243
