X,Y,Name
-0.8147176448782418,-0.21054216276158116,g101
-0.9194095877848343,2.1857414902037764,g117
0.6218252436869821,-0.022044204128424703,g120
0.7311710366920045,-0.46368512479600205,g128
0.6562881834814874,-0.5859628574311868,g13
0.5725969609120631,2.9387257444188473,g137
0.23411007869790007,-0.5484228823759408,g150
0.7433699304901047,-0.2945293341354113,g161
-0.49557360583438936,-0.5555013111048533,g168
-0.4705959142150563,-0.18432437715707184,g171
-0.1891077432524404,0.001168553815026605,g172
-0.2079643480969021,-0.759301650331038,g173
-0.15296619559434133,0.34347889041133295,g175
0.35470515276715564,-0.8734863826220257,g185
0.32476983259126213,-0.5652307169418975,g186
0.40515476416189533,-0.8180720109675415,g215
0.6014005600597064,-0.3548558309683644,g470
-0.442437155606933,-0.7524803173549344,g503
-0.015457065305845587,-0.8668368660276544,g530
0.28842579503110755,3.329707212971914,g546
-0.3149658279445444,-0.8427546685643273,g563
-0.9188659379257714,0.39977911349614925,g570
-0.6836585479256262,0.5109032243957324,g572
0.314027270772064,-0.9633594425641193,g583
0.07386928677490012,-0.9971152786714258,g595
-0.5054972396549451,0.08370351500840856,g596
0.20052312327772392,-0.9277987013198783,g600
0.008979594623514059,1.7930963755024922,g74
